id,console-name,product-name,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,gamestop-price,genre,upc
16491,3DO,20th Century Video Almanac,"",$3.09,$7.20,$23.99,"",Action & Adventure,none
16492,3DO,3D Atlas,$0.84,$4.19,$3.20,$15.99,"",Action & Adventure,none
16493,3DO,3DO Buffet,$0.84,$4.19,$3.20,$15.99,"",Action & Adventure,040421291946
16662,3DO,3DO Console,$40.40,$100.99,$48.80,$121.99,"",Systems,000000531740
16494,3DO,3DO Interactive Sampler CD 1,$0.92,$4.59,$2.00,$9.99,"",Action & Adventure,none
16495,3DO,3DO Interactive Sampler CD 2,$0.80,$3.99,$0.80,$3.99,"",Action & Adventure,none
16496,3DO,Alone in the Dark,$1.94,$9.69,$3.00,$14.99,"",Action & Adventure,none
16497,3DO,Alone in the Dark 2,$2.80,$13.99,$7.80,$25.99,"",Action & Adventure,040421291069
16498,3DO,Animals!,"",$3.09,$1.60,$7.89,"",Action & Adventure,none
16502,3DO,BC Racers,$2.60,$12.99,$14.80,$36.99,"",Action & Adventure,none
16499,3DO,Ballz: The Directors Cut,$3.20,$15.99,$3.40,$16.99,"",Action & Adventure,none
16500,3DO,Battle Chess,$1.16,$5.79,$2.60,$12.99,"",Action & Adventure,466666001995
16501,3DO,BattleSport,$1.68,$8.39,$1.80,$8.99,"",Action & Adventure,790561023814
16503,3DO,Belzerion,"",$1.99,"",$1.99,"",Action & Adventure,none
16504,3DO,BladeForce,$2.40,$11.99,$2.60,$12.99,"",Action & Adventure,790561015956
16505,3DO,Blonde Justice,$8.70,$28.99,$29.20,$72.99,"",Action & Adventure,none
16506,3DO,Brain Dead 13,$3.80,$18.99,$16.00,$39.99,"",Action & Adventure,092667650285
16507,3DO,Burning Soldier,$1.06,$5.29,$1.90,$9.39,"",Action & Adventure,037988830091
16508,3DO,Bust-A-Move,$2.60,$12.99,$6.60,$21.99,"",Action & Adventure,037988830367
16509,3DO,C.P.U. Bach,$1.68,$8.39,$2.60,$12.99,"",Action & Adventure,019703381163
16510,3DO,Cannon Fodder,$9.30,$30.99,$25.20,$62.99,"",Action & Adventure,052145930117
16511,3DO,Captain Quazar,$6.60,$21.99,$7.80,$25.99,"",Action & Adventure,790561023791
16512,3DO,Carrier: Fortress at Sea,$6.90,$22.99,$7.50,$24.99,"",Action & Adventure,none
16513,3DO,Casper,$22.00,$54.99,$27.20,$67.99,"",Action & Adventure,none
16514,3DO,Club 3DO: Station Invasion,$0.82,$4.09,$6.30,$20.99,"",Action & Adventure,none
16515,3DO,Corpse Killer,$3.60,$17.99,$6.30,$20.99,"",Action & Adventure,none
16516,3DO,Coven,$18.80,$46.99,$48.40,$120.99,"",Action & Adventure,none
16517,3DO,Cowboy Casino,$2.80,$13.99,$3.00,$14.99,"",Action & Adventure,769139841198
16518,3DO,Crash 'N Burn,$2.00,$9.99,$2.80,$13.99,"",Action & Adventure,045496691295
16519,3DO,Creature Shock,$2.20,$10.99,$10.50,$34.99,"",Action & Adventure,052145930063
16520,3DO,Crime Patrol,$8.10,$26.99,$9.00,$29.99,"",Action & Adventure,767861000173
16521,3DO,Cyberdillo,$1.94,$9.69,$3.20,$15.99,"",Action & Adventure,037988830305
16522,3DO,Cyberia,$2.40,$11.99,$2.60,$12.99,"",Action & Adventure,040421290840
16523,3DO,D,$6.30,$20.99,$6.60,$21.99,"",Action & Adventure,none
16524,3DO,Daedalus Encounter,$4.00,$19.99,$6.60,$21.99,"",Action & Adventure,037988830220
16525,3DO,DeathKeep,$2.80,$13.99,$14.80,$36.99,"",Action & Adventure,016685032328
16526,3DO,Defcon 5,$2.60,$12.99,$2.80,$13.99,"",Action & Adventure,none
16527,3DO,Demolition Man,$2.00,$9.99,$3.20,$15.99,"",Action & Adventure,052145930032
16528,3DO,Dennis Miller: That's News to Me,$1.04,$5.19,$20.80,$51.99,"",Action & Adventure,751347471106
16529,3DO,Digital Dreamware,"","","","","",Action & Adventure,none
16530,3DO,DinoPark Tycoon,$1.68,$8.39,$1.80,$8.99,"",Action & Adventure,none
16531,3DO,Doctor Hauzer,$3.80,$18.99,$126.00,$314.99,"",Action & Adventure,none
16532,3DO,Doom,$9.30,$30.99,$18.40,$45.99,"",Action & Adventure,none
16533,3DO,Dragon Lore,$3.80,$18.99,$9.90,$32.99,"",Action & Adventure,none
16534,3DO,Dragon's Lair,$2.00,$9.99,$14.40,$35.99,"",Action & Adventure,092667650032
16535,3DO,Drug Wars,$16.00,$39.99,$18.00,$44.99,"",Action & Adventure,none
16536,3DO,Duelin' Firemen!,"","","","","",Action & Adventure,none
16539,3DO,ESPN Step Aerobics,"",$2.09,$2.80,$13.99,"",Action & Adventure,none
16537,3DO,Endlessly,$21.20,$52.99,$52.40,$130.99,"",Action & Adventure,667344119920
16538,3DO,Escape from Monster Manor,$3.20,$15.99,$6.30,$20.99,"",Action & Adventure,014633073065
16543,3DO,FIFA International Soccer,$1.26,$6.29,$1.30,$6.29,"",Action & Adventure,014633073850
16540,3DO,Family Feud,$1.42,$7.09,$3.80,$18.99,"",Action & Adventure,none
16541,3DO,Fatty Bear's Birthday Surprise,$1.68,$8.39,$3.60,$17.99,"",Action & Adventure,none
16542,3DO,Fatty Bear's Fun Pack,$9.30,$30.99,$10.50,$34.99,"",Action & Adventure,none
16544,3DO,Flashback,$3.60,$17.99,$18.00,$44.99,"",Action & Adventure,743175921076
16545,3DO,Flying Nightmares,$1.68,$8.39,$6.30,$20.99,"",Action & Adventure,none
16546,3DO,Foes of Ali,$1.68,$8.39,$1.80,$8.99,"",Action & Adventure,014633073454
16547,3DO,Fun 'N Games,$1.64,$8.19,$3.20,$15.99,"",Action & Adventure,037988830190
16548,3DO,Game Guru,$54.40,$135.99,$62.00,$154.99,"",Action & Adventure,790561028215
16549,3DO,Gex,$2.20,$10.99,$8.70,$28.99,"",Action & Adventure,765979610604
16550,3DO,Gridders,$0.84,$4.19,$1.90,$9.69,"",Action & Adventure,791054100111
16551,3DO,Guardian War,"",$3.69,$16.40,$40.99,"",Action & Adventure,037988830077
16552,3DO,Hell: A Cyberpunk Thriller,$0.90,$4.49,$1.60,$7.89,"",Action & Adventure,043948003580
16553,3DO,Horde,$2.60,$12.99,$9.30,$30.99,"",Action & Adventure,765979610307
16554,3DO,Icebreaker,$2.00,$9.99,$2.00,$9.99,"",Action & Adventure,037988830268
16555,3DO,Immercenary,$2.20,$10.99,$2.40,$11.99,"",Action & Adventure,014633073140
16556,3DO,Immortal Desire,$18.80,$46.99,$21.20,$52.99,"",Action & Adventure,none
16557,3DO,Incredible Machine,$1.26,$6.29,$1.50,$7.29,"",Action & Adventure,020626036351
16558,3DO,Iron Angel of the Apocalypse,$2.60,$12.99,$2.80,$13.99,"",Action & Adventure,703344007413
16559,3DO,Iron Angel of the Apocalyspe: The Return,$6.30,$20.99,$7.50,$24.99,"",Action & Adventure,none
16560,3DO,Isis,$8.40,$27.99,$9.30,$30.99,"",Action & Adventure,none
31642,3DO,It's a Bird's Life,$20.80,$51.99,$23.60,$58.99,"",Other,none
16561,3DO,Jammit,$1.88,$9.39,$2.00,$9.99,"",Action & Adventure,727994760269
16562,3DO,John Madden Football,"",$3.09,$2.00,$9.99,"",Action & Adventure,014633072204
16563,3DO,Johnny Bazookatone,$1.88,$9.39,$3.20,$15.99,"",Action & Adventure,743175952513
16564,3DO,Jurassic Park Interactive,$1.38,$6.89,$2.00,$9.99,"",Action & Adventure,785670100174
16565,3DO,Killing Time,$3.60,$17.99,$7.50,$24.99,"",Action & Adventure,790561015925
16566,3DO,Kingdom: The Far Reaches,$1.68,$8.39,$2.80,$13.99,"",Action & Adventure,040421290529
16567,3DO,Last Bounty Hunter,$8.40,$27.99,$9.30,$30.99,"",Action & Adventure,none
16568,3DO,Lemmings,$17.60,$43.99,$18.80,$46.99,"",Action & Adventure,053203010178
16569,3DO,Life Stage: Virtual House,$3.80,$18.99,$33.60,$83.99,"",Action & Adventure,none
16570,3DO,Lost Eden,$3.20,$15.99,$20.80,$51.99,"",Action & Adventure,052145930100
16571,3DO,Lost Files of Sherlock Holmes,$2.00,$9.99,$6.30,$20.99,"",Action & Adventure,014633072853
16572,3DO,Love Bites,$16.80,$41.99,$18.80,$46.99,"",Action & Adventure,none
16573,3DO,Lucienne's Quest,$74.80,$186.99,$79.60,$198.99,"",Action & Adventure,645712300378
16574,3DO,Mad Dog II: The Lost Gold,$1.24,$6.19,$3.00,$14.99,"",Action & Adventure,767861000029
16575,3DO,Mad Dog McCree,$1.68,$8.39,$7.80,$25.99,"",Action & Adventure,none
16576,3DO,Mathemagics,$20.80,$51.99,$22.00,$54.99,"",Action & Adventure,none
16577,3DO,Mazer,$1.62,$8.09,$3.20,$15.99,"",Action & Adventure,767861000388
16578,3DO,MegaRace,$2.00,$9.99,$2.00,$9.99,"",Action & Adventure,none
16579,3DO,Microcosm,$2.80,$13.99,$7.80,$25.99,"",Action & Adventure,none
16580,3DO,Mind Teazzer,$42.00,$104.99,$48.00,$119.99,"",Action & Adventure,none
16581,3DO,Myst,$1.38,$6.89,$3.00,$14.99,"",Action & Adventure,037988830183
16582,3DO,Need for Speed,$2.00,$9.99,$2.80,$13.99,"",Action & Adventure,014633073553
16583,3DO,NeuroDancer,$26.00,$64.99,$29.60,$73.99,"",Action & Adventure,none
16584,3DO,Night Trap,$15.20,$37.99,$29.60,$73.99,"",Action & Adventure,052145930018
16585,3DO,Novastorm,$1.24,$6.19,$1.30,$6.69,"",Action & Adventure,053203013346
16586,3DO,Oceans Below,$6.30,$20.99,$6.90,$22.99,"",Action & Adventure,none
16587,3DO,Off-World Interceptor,"",$1.99,$3.20,$15.99,"",Action & Adventure,none
16588,3DO,Olympic Soccer,$1.68,$8.39,$1.90,$9.29,"",Action & Adventure,none
16589,3DO,Olympic Summer Games,$6.30,$20.99,$7.80,$25.99,"",Action & Adventure,none
16590,3DO,Out of This World,$1.68,$8.39,$2.20,$10.99,"",Action & Adventure,040421290239
16594,3DO,PGA Tour 96,$0.80,$3.99,$1.70,$8.69,"",Action & Adventure,014633074956
16597,3DO,PO'ed,$1.68,$8.39,$3.20,$15.99,"",Action & Adventure,790561022763
16591,3DO,Panzer General,$1.78,$8.89,$2.20,$10.99,"",Action & Adventure,016685032144
16592,3DO,Pataank,$2.00,$9.99,$2.00,$9.99,"",Action & Adventure,793376103023
16593,3DO,Pebble Beach Golf Links,$0.78,$3.89,$1.50,$7.29,"",Action & Adventure,037988830039
16595,3DO,Phoenix 3,$2.80,$13.99,$20.80,$51.99,"",Action & Adventure,790561023807
16596,3DO,Plumbers Don't Wear Ties,$17.60,$43.99,$28.00,$69.99,"",Action & Adventure,798694686883
16598,3DO,Policenauts,$14.80,$36.99,$42.00,$104.99,"",Action & Adventure,588606101111
16599,3DO,Power Slide,"","","","","",Action & Adventure,none
16600,3DO,Primal Rage,$6.30,$20.99,$7.20,$23.99,"",Action & Adventure,048231072014
16601,3DO,Psychic Detective,$1.60,$7.99,$3.00,$14.99,"",Action & Adventure,014633072631
16604,3DO,Putt-Putt Fun Pack,$0.84,$4.19,$1.00,$4.99,"",Action & Adventure,none
16602,3DO,Putt-Putt Goes to the Moon,$3.00,$14.99,$3.20,$15.99,"",Action & Adventure,none
16603,3DO,Putt-Putt Joins the Parade,"",$1.99,$3.00,$14.99,"",Action & Adventure,none
16605,3DO,Quarantine,$2.60,$12.99,$2.80,$13.99,"",Action & Adventure,none
16606,3DO,Quarterback Attack,$1.16,$5.79,$1.20,$5.99,"",Action & Adventure,782346025212
16607,3DO,Return Fire,$3.20,$15.99,$6.30,$20.99,"",Action & Adventure,702049000125
16608,3DO,Return Fire: Maps O' Death,$6.30,$20.99,$6.90,$22.99,"",Action & Adventure,702049000224
16609,3DO,Return to Zork,"",$2.19,"",$2.19,"",Action & Adventure,none
16610,3DO,Rise of the Robots,$1.66,$8.29,$1.80,$8.99,"",Action & Adventure,018706720948
16611,3DO,Road Rash,$3.20,$15.99,$3.40,$16.99,"",Action & Adventure,014633072211
16612,3DO,Robinson's Requiem,$20.80,$51.99,$42.00,$104.99,"",Action & Adventure,092667650254
16613,3DO,Royal Pro Wrestling,$16.80,$41.99,$18.80,$46.99,"",Action & Adventure,none
16614,3DO,Samurai Shodown,$2.00,$9.99,$3.20,$15.99,"",Fighting,765979600209
16615,3DO,Scramble Cobra,$2.60,$12.99,$2.80,$13.99,"",Action & Adventure,none
16616,3DO,Seal of the Pharaoh,$8.10,$26.99,$9.00,$29.99,"",Action & Adventure,037988830152
16617,3DO,Sesame Street: Numbers,$1.68,$8.39,$3.40,$16.99,"",Action & Adventure,none
16618,3DO,Sewer Shark,$7.80,$25.99,$8.70,$28.99,"",Action & Adventure,none
16619,3DO,Shadow: War of Succession,$1.68,$8.39,$3.60,$17.99,"",Action & Adventure,none
16620,3DO,Shanghai: Triple Threat,"",$3.19,$1.50,$7.39,"",Action & Adventure,047875110526
16621,3DO,Shock Wave: Invasion Earth: 2019,"",$2.89,$1.00,$5.19,"",Action & Adventure,014633072228
16622,3DO,Shock Wave: Operation Jumpgate,"",$1.99,$1.10,$5.49,"",Action & Adventure,none
16623,3DO,Shockwave 2: Beyond the Gate,"",$1.99,$2.80,$13.99,"",Action & Adventure,014633075502
16624,3DO,Slam 'N Jam '95,$0.90,$4.49,$1.90,$9.39,"",Action & Adventure,765979601404
16625,3DO,Slayer,$1.88,$9.39,$20.80,$51.99,"",Action & Adventure,none
16626,3DO,Snow Job,$21.60,$53.99,$58.80,$146.99,"",Action & Adventure,none
16627,3DO,Soccer Kid,$2.20,$10.99,$9.30,$30.99,"",Action & Adventure,none
16628,3DO,Space Ace,$3.40,$16.99,$3.80,$18.99,"",Action & Adventure,092667650087
16629,3DO,Space Hulk: Vengeance of the Blood Angels,$3.20,$15.99,$9.30,$30.99,"",Action & Adventure,014633073737
16630,3DO,Space Pirates,$3.80,$18.99,$6.90,$22.99,"",Action & Adventure,none
16631,3DO,Space Shuttle,$0.94,$4.69,$2.40,$11.99,"",Action & Adventure,none
16633,3DO,Star Control II,$7.20,$23.99,$26.00,$64.99,"",Action & Adventure,765979610406
16634,3DO,Star Fighter,$2.00,$9.99,$2.00,$9.99,"",Action & Adventure,790561023784
16635,3DO,Star Wars: Rebel Assault,$2.00,$9.99,$2.00,$9.99,"",Action & Adventure,023272304225
16632,3DO,Starblade,$1.28,$6.39,$2.60,$12.99,"",Action & Adventure,037988830176
16636,3DO,Stellar 7: Draxon's Revenge,$1.46,$7.29,$3.00,$14.99,"",Action & Adventure,none
16637,3DO,Strahl,$15.60,$38.99,$20.80,$51.99,"",Action & Adventure,037988830237
16638,3DO,Super Models Go Wild,$18.80,$46.99,$27.20,$67.99,"",Action & Adventure,none
16639,3DO,Super Street Fighter II Turbo,$4.00,$19.99,$9.30,$30.99,"",Action & Adventure,037988830114
16640,3DO,Super Wing Commander,$1.58,$7.89,$8.10,$26.99,"",Action & Adventure,017814824807
16641,3DO,Supreme Warrior,$2.20,$10.99,$6.30,$20.99,"",Action & Adventure,none
16642,3DO,Syndicate,$1.84,$9.19,$3.20,$15.99,"",Action & Adventure,014633073706
16643,3DO,Theme Park,$1.46,$7.29,$1.50,$7.29,"",Action & Adventure,014633073669
16644,3DO,Toontime in the Classroom,$3.60,$17.99,$7.80,$25.99,"",Action & Adventure,none
16645,3DO,Total Eclipse,$1.42,$7.09,$1.40,$7.09,"",Action & Adventure,765979612004
16646,3DO,Tower,"","","","","",Action & Adventure,none
16647,3DO,Trip'd,$9.30,$30.99,$10.50,$34.99,"",Action & Adventure,037988830251
16648,3DO,Twisted: The Game Show,$1.06,$5.29,$1.90,$9.69,"",Action & Adventure,014633073089
16649,3DO,Ultraman Powered,"","","","","",Action & Adventure,none
16651,3DO,VR Stalker,"",$1.99,$3.20,$15.99,"",Action & Adventure,none
16650,3DO,Virtuoso,$2.60,$12.99,$6.90,$22.99,"",Action & Adventure,none
16652,3DO,Waialae Country Club,"",$2.09,$1.00,$4.99,"",Action & Adventure,037988830060
16653,3DO,Way of the Warrior,$2.20,$10.99,$10.50,$34.99,"",Action & Adventure,785670100228
16654,3DO,Who Shot Johnny Rock?,"",$3.59,$25.20,$62.99,"",Action & Adventure,624719990461
16655,3DO,Wicked 18,"",$1.99,$1.00,$4.99,"",Action & Adventure,037988830206
16656,3DO,Wing Commander III: Heart of the Tiger,$2.20,$10.99,$7.80,$25.99,"",Action & Adventure,017814100956
16657,3DO,Winning Post,"","","","","",Action & Adventure,none
16658,3DO,Wolfenstein 3D,$6.30,$20.99,$73.60,$183.99,"",Action & Adventure,040421292479
16659,3DO,World Cup Golf,$0.94,$4.69,$1.00,$4.99,"",Action & Adventure,743175951097
16660,3DO,Yu Yu Hakusho,$6.90,$22.99,$9.60,$31.99,"",Action & Adventure,none
16661,3DO,Zhadnost: The People's Party,$1.64,$8.19,$6.30,$20.99,"",Action & Adventure,790561015932
15087,Atari 2600,3-D Tic-Tac-Toe,"",$3.69,$2.40,$11.99,"",Puzzle,014633045260
15088,Atari 2600,32 in 1,$2.20,$10.99,$2.40,$11.99,"",Other,none
15089,Atari 2600,9 to 5,"","","","","",Other,none
15090,Atari 2600,Acid Drop,$2.00,$9.99,$2.00,$9.99,"",Action & Adventure,none
15094,Atari 2600,Adventure,$0.78,$3.89,$6.90,$22.99,"",Action & Adventure,014633106022
15095,Atari 2600,Adventures of Tron,$0.94,$4.69,$1.10,$5.29,"",Action & Adventure,none
17640,Atari 2600,Air Raid,$1176.00,$2939.99,$14042.00,$35104.99,"",Action & Adventure,none
15097,Atari 2600,Air Raiders,"",$3.09,$3.00,$14.99,"",Action & Adventure,000300000861
15098,Atari 2600,Air-Sea Battle,"",$2.09,$1.00,$4.99,"",Action & Adventure,none
15096,Atari 2600,Airlock,$0.84,$4.19,$2.20,$10.99,"",Action & Adventure,067683002578
15099,Atari 2600,Alien,$1.68,$8.39,$17.60,$43.99,"",Action & Adventure,030083307130
32705,Atari 2600,Alien [Xante],"","","","","",Action & Adventure,none
15100,Atari 2600,Alien's Return,$1.20,$5.99,$8.40,$27.99,"",Action & Adventure,none
15101,Atari 2600,Alpha Beam with Ernie,"",$3.39,$3.80,$18.99,"",Action & Adventure,077000261038
15102,Atari 2600,Amidar,"",$3.09,$1.00,$4.99,"",Action & Adventure,none
21025,Atari 2600,Arcade Golf,$1.04,$5.19,$7.20,$23.99,"",Sports,none
33647,Atari 2600,Arcade Pinball,"",$3.09,$1.00,$4.99,"",Arcade,none
15103,Atari 2600,Armor Ambush,"",$2.09,$1.30,$6.29,"",Action & Adventure,none
15107,Atari 2600,Artillery Duel,$1.36,$6.79,$1.40,$6.79,"",Action & Adventure,none
15104,Atari 2600,Artillery Duel/Chuck Norris Superkicks,$1.36,$6.79,$16.80,$41.99,"",Action & Adventure,none
15105,Atari 2600,Artillery Duel/Ghost Manor,$3.60,$17.99,$4.00,$19.99,"",Action & Adventure,none
15106,Atari 2600,Artillery Duel/Spike's Peak,$1.06,$5.29,$3.40,$16.99,"",Action & Adventure,none
15108,Atari 2600,Assault,$3.20,$15.99,$3.60,$17.99,"",Action & Adventure,none
15109,Atari 2600,Asterix,$62.80,$156.99,$77.60,$193.99,"",Action & Adventure,none
15110,Atari 2600,Asteroids,"",$1.99,$1.70,$8.49,"",Action & Adventure,000121828002
15111,Atari 2600,Astroblast,"",$3.09,$2.20,$10.99,"",Action & Adventure,none
19987,Atari 2600,Atari 2600 System,$17.20,$42.99,$27.20,$67.99,"",Systems,032700913564
15112,Atari 2600,Atari Video Cube,$3.20,$15.99,$49.20,$122.99,"",Action & Adventure,none
31663,Atari 2600,Atari XEGS System,$52.40,$130.99,$64.80,$161.99,"",Systems,none
15113,Atari 2600,Atlantis,$0.84,$4.19,$1.00,$4.99,"",Action & Adventure,039471907013
19248,Atari 2600,Atlantis II,$210.00,$524.99,$261.60,$653.99,"",Action & Adventure,none
15114,Atari 2600,BASIC Programming,$1.32,$6.59,$3.20,$15.99,"",Action & Adventure,none
15115,Atari 2600,BMX Airmaster,$2.80,$13.99,$3.40,$16.99,"",Action & Adventure,none
33276,Atari 2600,BMX Airmaster [Atari],$110.00,$274.99,$136.80,$341.99,"",Racing,none
15116,Atari 2600,Bachelor Party,$2.00,$9.99,$42.00,$104.99,"",Action & Adventure,none
15117,Atari 2600,Bachelorette Party/Burning Desire,$32.40,$80.99,$39.60,$98.99,"",Action & Adventure,none
15118,Atari 2600,Backgammon,$1.04,$5.19,$1.60,$7.99,"",Action & Adventure,none
15119,Atari 2600,Bank Heist,$2.80,$13.99,$17.60,$43.99,"",Action & Adventure,none
15120,Atari 2600,Barnstorming,$0.76,$3.79,$6.30,$20.99,"",Action & Adventure,308691306105
21283,Atari 2600,Baseball,"",$2.69,$1.00,$5.19,"",Baseball,none
15121,Atari 2600,Basic Math,$2.20,$10.99,$54.80,$136.99,"",Action & Adventure,none
15122,Atari 2600,Basketball,"",$2.79,$3.40,$16.99,"",Action & Adventure,none
15123,Atari 2600,Battlezone,"",$3.09,$1.30,$6.29,"",Action & Adventure,none
15124,Atari 2600,Beamrider,$3.00,$14.99,$16.80,$41.99,"",Action & Adventure,none
15125,Atari 2600,Beany Bopper,$1.10,$5.49,$6.30,$20.99,"",Action & Adventure,none
32706,Atari 2600,Beany Bopper [Xante],$243.20,$607.99,$303.20,$757.99,"",Action & Adventure,none
15126,Atari 2600,Beat 'em and Eat 'em,$22.00,$54.99,$38.00,$94.99,"",Action & Adventure,none
15313,Atari 2600,Beat 'em and Eat 'em/Lady in Wading,$25.20,$62.99,$30.80,$76.99,"",Action & Adventure,none
21159,Atari 2600,Berenstain Bears,$105.20,$262.99,$525.20,$1312.99,"",Action & Adventure,none
15127,Atari 2600,Bermuda Triangle,$0.82,$4.09,$2.60,$12.99,"",Action & Adventure,none
15128,Atari 2600,Berzerk,"",$3.19,$1.70,$8.39,"",Action & Adventure,none
15129,Atari 2600,Big Bird's Egg Catch,$0.78,$3.89,$1.50,$7.59,"",Action & Adventure,011545492168
33277,Atari 2600,Birthday Mania,"","","","","",Other,none
15130,Atari 2600,Blackjack,"",$3.19,$1.00,$4.99,"",Action & Adventure,none
15131,Atari 2600,Blue Print,$1.68,$8.39,$9.00,$29.99,"",Action & Adventure,026262800301
15132,Atari 2600,Bobby Is Going Home,$2.40,$11.99,$7.20,$23.99,"",Action & Adventure,none
15133,Atari 2600,Boing!,$22.00,$54.99,$26.80,$66.99,"",Action & Adventure,none
15134,Atari 2600,Bowling,$0.84,$4.19,$1.00,$4.99,"",Action & Adventure,none
15135,Atari 2600,Boxing,"",$3.09,$1.70,$8.39,"",Action & Adventure,none
15136,Atari 2600,Brain Games,$0.90,$4.49,$1.60,$7.79,"",Action & Adventure,079783258878
15137,Atari 2600,Breakaway IV,"",$3.09,$1.00,$4.99,"",Action & Adventure,none
15138,Atari 2600,Breakout,"",$2.09,$1.70,$8.39,"",Action & Adventure,none
15139,Atari 2600,Bridge,"",$2.49,$15.20,$37.99,"",Action & Adventure,047875000063
15140,Atari 2600,Buck Rogers Planet of Zoom,$1.06,$5.29,$1.60,$7.89,"",Action & Adventure,952873645287
15141,Atari 2600,Bugs,"",$3.39,$1.30,$6.29,"",Action & Adventure,none
15142,Atari 2600,Bugs Bunny,"",$2.89,"",$2.89,"",Action & Adventure,none
15143,Atari 2600,Bump 'n' Jump,$1.42,$7.09,$2.80,$13.99,"",Action & Adventure,none
15144,Atari 2600,Bumper Bash,$25.20,$62.99,$30.80,$76.99,"",Action & Adventure,none
15145,Atari 2600,Burgertime,$1.68,$8.39,$2.20,$10.99,"",Action & Adventure,none
15147,Atari 2600,Cakewalk,$84.00,$209.99,$104.00,$259.99,"",Action & Adventure,none
15149,Atari 2600,California Games,$1.04,$5.19,$2.00,$9.99,"",Action & Adventure,080561002866
34580,Atari 2600,Cannon Man,$3.40,$16.99,$3.80,$18.99,"",Action & Adventure,none
15148,Atari 2600,Canyon Bomber,"",$2.09,$1.50,$7.29,"",Action & Adventure,none
33812,Atari 2600,Capture,"","","","","",Action & Adventure,none
15150,Atari 2600,Carnival,$1.04,$5.19,$1.80,$8.89,"",Action & Adventure,722242516629
15152,Atari 2600,Casino,$0.94,$4.69,$1.80,$8.89,"",Action & Adventure,none
15153,Atari 2600,Centipede,$0.84,$4.19,$2.00,$9.89,"",Action & Adventure,none
15154,Atari 2600,Challenge,$1.46,$7.29,$1.50,$7.29,"",Action & Adventure,none
21160,Atari 2600,Challenge (Zellers),$1.36,$6.79,$3.20,$15.99,"",Action & Adventure,none
15155,Atari 2600,Challenge of Nexar,$0.86,$4.29,$2.80,$13.99,"",Action & Adventure,026102688939
15156,Atari 2600,Chase the Chuck Wagon,$25.20,$62.99,$231.20,$577.99,"",Action & Adventure,none
15157,Atari 2600,Checkers,$0.94,$4.69,$6.90,$22.99,"",Action & Adventure,none
15158,Atari 2600,China Syndrome,$2.80,$13.99,$7.80,$25.99,"",Action & Adventure,077000000200
15159,Atari 2600,Chopper Command,"",$3.09,$1.00,$4.99,"",Action & Adventure,014633103960
15162,Atari 2600,Chuck Norris Superkicks,$3.20,$15.99,$7.20,$23.99,"",Action & Adventure,none
15160,Atari 2600,Chuck Norris Superkicks/Ghost Manor,$1.26,$6.29,$1.30,$6.29,"",Action & Adventure,none
15161,Atari 2600,Chuck Norris Superkicks/Spike's Peak,$20.80,$51.99,$25.20,$62.99,"",Action & Adventure,none
15163,Atari 2600,Circus Atari,"",$2.09,$1.00,$5.19,"",Action & Adventure,014633120363
15164,Atari 2600,Coconuts,$0.84,$4.19,$3.40,$16.99,"",Action & Adventure,none
15165,Atari 2600,Codebreaker,$0.94,$4.69,$1.00,$5.19,"",Action & Adventure,077000026439
20987,Atari 2600,Color Bar Generator,$75.60,$188.99,$93.60,$233.99,"",Other,none
15166,Atari 2600,Combat,"",$2.79,$1.50,$7.29,"",Action & Adventure,none
15167,Atari 2600,Combat Two,$29.60,$73.99,$36.00,$89.99,"",Action & Adventure,none
15168,Atari 2600,Commando,$1.46,$7.29,$2.60,$12.99,"",Action & Adventure,none
15169,Atari 2600,Commando Raid,$1.26,$6.29,$2.80,$13.99,"",Action & Adventure,none
15170,Atari 2600,Communist Mutants from Space,"",$1.99,$7.80,$25.99,"",Action & Adventure,none
21161,Atari 2600,CompuMate,$62.80,$156.99,$77.60,$193.99,"",Action & Adventure,none
15171,Atari 2600,Concentration,$1.88,$9.39,$3.60,$17.99,"",Action & Adventure,077000026422
15172,Atari 2600,Condor Attack,$102.00,$254.99,$504.00,$1259.99,"",Action & Adventure,none
15173,Atari 2600,Congo Bongo,$1.06,$5.29,$2.60,$12.99,"",Action & Adventure,030083307147
15174,Atari 2600,Cookie Monster Munch,$0.88,$4.39,$2.20,$10.99,"",Action & Adventure,077000261021
33275,Atari 2600,Copy Cart,$129.20,$322.99,$160.80,$401.99,"",Other,none
15175,Atari 2600,Cosmic Ark,"",$3.09,$3.00,$14.99,"",Action & Adventure,none
15176,Atari 2600,Cosmic Commuter,$3.40,$16.99,$35.60,$88.99,"",Action & Adventure,none
15177,Atari 2600,Cosmic Corridor,$3.40,$16.99,$43.60,$108.99,"",Action & Adventure,none
15178,Atari 2600,Cosmic Creeps,$1.88,$9.39,$3.20,$15.99,"",Action & Adventure,079783258847
15179,Atari 2600,Cosmic Swarm,$3.20,$15.99,$30.00,$74.99,"",Action & Adventure,704400099717
15180,Atari 2600,Crackpots,"",$2.59,$3.20,$15.99,"",Action & Adventure,none
15181,Atari 2600,Crash Dive,$1.26,$6.29,$18.80,$46.99,"",Action & Adventure,none
15182,Atari 2600,Crazy Climber,$84.00,$209.99,$98.00,$244.99,"",Action & Adventure,none
15183,Atari 2600,Cross Force,$1.68,$8.39,$17.60,$43.99,"",Action & Adventure,none
